Marca,SKU,Descripcion, P. Lista USD
EATON,072481,PEN43RS27 Sistema de barras PE CI, $ 114.70 
EATON,072493,STR50-ID, $ 61.65 
EATON,072504,TM-1-8291/E, $ 89.95 
EATON,072567,P1-32/EA/SVB/HI11, $ 117.28 
EATON,072721,"PKM0-0,25", $ 104.34 
EATON,072723,"PKM0-0,63", $ 109.30 
EATON,072724,PKM0-1, $ 113.87 
EATON,072726,"PKM0-2,5", $ 120.96 
EATON,072730,"PKZM0-0,16", $ 112.16 
EATON,072731,"PKZM0-0,25", $ 112.16 
EATON,072732,"PKZM0-0,4", $ 112.16 
EATON,072733,"PKZM0-0,63", $ 119.43 
EATON,072734,PKZM0-1, $ 124.91 
EATON,072735,"PKZM0-1,6", $ 134.58 
EATON,072736,"PKZM0-2,5", $ 134.58 
EATON,072737,PKZM0-4, $ 134.58 
EATON,072738,"PKZM0-6,3", $ 134.58 
EATON,072739,PKZM0-10, $ 156.92 
EATON,072894,NHI21-PKZ0, $ 35.43 
EATON,072895,NHI12-PKZ0, $ 35.43 
EATON,072896,NHI11-PKZ0, $ 21.99 
EATON,072898,AGM2-10-PKZ0, $ 35.70 
EATON,072899,AGM2-01-PKZ0, $ 37.49 
EATON,072906,E-PKZ0, $ 23.76 
EATON,072907,E-PKZ0-G, $ 36.11 
EATON,072908,E-PKZ0-GR, $ 40.01 
EATON,073129,U-PKZ0(24V50HZ), $ 63.42 
EATON,073134,U-PKZ0(220V50HZ), $ 63.42 
EATON,073135,U-PKZ0(230V50HZ), $ 65.74 
EATON,073136,U-PKZ0(240V50HZ), $ 63.42 
EATON,073137,U-PKZ0(380V50HZ), $ 63.42 
EATON,073138,U-PKZ0(400V50HZ), $ 63.42 
EATON,073143,U-PKZ0(120V60HZ), $ 66.59 
EATON,073146,U-PKZ0(240V60HZ), $ 66.59 
EATON,073147,U-PKZ0(480V60HZ), $ 63.42 
EATON,073187,A-PKZ0(230V50HZ), $ 66.59 
EATON,073195,A-PKZ0(120V60HZ), $ 63.42 
EATON,073200,A-PKZ0(24VDC), $ 84.26 
EATON,073695 ,T3-2-8400/E, $ 98.43 
EATON,074155,D200-CI43, $ 118.37 
EATON,074320,P3-100/EA/SVB, $ 235.15 
EATON,074877,TM-2-8292/E, $ 114.62 
EATON,076072,T3-3-8342/V/SVB, $ 173.69 
EATON,076075,T3-4-8213/E, $ 156.43 
EATON,076435,AT4/11-S/I/H, $ 173.71 
EATON,076528,D200-CI44, $ 412.83 
EATON,076815,T0-1-8214/EZ, $ 42.14 
EATON,076824,T0-1-15451/E, $ 41.98 
EATON,076844,"T0-1-8200/Z, # Cam Switch", $ 38.90 
EATON,077210,ATB11-3, $ 34.04 
EATON,078783,AT0-11-2-IA/AR, $ 87.71 
EATON,078896,CI48-200, $ 622.41 
EATON,079065,P1-32/E, $ 67.81 
EATON,079269,L-KL-R, $ 11.04 
EATON,079336,AK-16, $ 2.73 
EATON,079594,DILEM-10-G(12VDC), $ 82.37 
EATON,079642,DILEM-01-G(12VDC), $ 86.48 
EATON,079680,DILEM4-G(12VDC), $ 82.37 
EATON,079736,CU-BAND 10X16X0.8 BU, $ 243.41 
EATON,080698,CU-BAND 10X16X0.8 GNYE, $ 319.89 
EATON,080739,CU-BAND 10X16X0.8K, $ 268.30 
EATON,080822,T3-8-8372/E, $ 270.77 
EATON,080923,CU-BAND 11X21X1-BK, $ 530.58 
EATON,080960,CU-BAND3X9X0.8-BU, $ 75.44 
EATON,081006,CU-BAND3X9X0.8-GNYE, $ 69.76 
EATON,081167,CU-BAND3X9X0.8-BK, $ 78.39 
EATON,081181,"AT4/11-S/I/R316, Descontinuado x 266117 o 266152 ", $ 139.71 
EATON,081209,CU-BAND 4X15.5X0.8 K, $ 94.44 
EATON,081222,CU-BAND 6X15.5X0.8 BU, $ 185.55 
EATON,081274,D250-CI44, $ 180.27 
EATON,081275,CU-BAND 6X15.5X0.8 GNYE, $ 218.65 
EATON,081310,CU-BAND 6X16X0.8 BK, $ 191.80 
EATON,081344,CU-BAND 6X9X0.8 BU, $ 107.82 
EATON,081367,CU-BAND 6X9X0.8 GNYE, $ 107.82 
EATON,081414,CU-BAND 6X9X0.8 BK, $ 140.98 
EATON,081438,P1-32/EA/SVB, $ 94.93 
EATON,081515,CU-BAND9X9X0.8-BK, $ 196.94 
EATON,081565,T0-3-8243/E, $ 69.24 
EATON,081568,T0-2-15404/E                                                     , $ 54.82 
EATON,081571,T0-3-15394/Z, $ 74.95 
EATON,081572,T0-1-15366/E, $ 39.98 
EATON,081587,P1-25/EA/SVB/N, $ 90.46 
EATON,081588,T0-2-15679/EA/SVB, $ 79.77 
EATON,081593,P3-63/IVS/HI11, $ 152.63 
EATON,081983,WBW25-ID, $ 13.54 
EATON,081997,TM-3-8244/E, $ 166.81 
EATON,082161,U-PKZ0(440V60HZ), $ 66.59 
EATON,082164,A-PKZ0(440V60HZ), $ 63.42 
EATON,082881,CL-PKZ0, $ 84.16 
EATON,082882,NHI-E-11-PKZ0, $ 21.27 
EATON,082884,NHI-E-10-PKZ0, $ 15.92 
EATON,083094,ETS4-VS3, $ 113.50 
EATON,083642,CI48-250, $ 614.40 
EATON,083647,D250-CI48, $ 380.94 
EATON,083880,"U-CI48,, # CI acc", $ 239.11 
EATON,083938,T0-3-8243/EZ, $ 72.26 
EATON,083960,P1-25/EA/SVB-SW/N, $ 92.17 
EATON,083961,T0-2-15679/EA/SVB-SW, $ 79.77 
EATON,084341,D125-CI44/T, $ 367.27 
EATON,086173,Q25LT-GE, $ 23.87 
EATON,086176,Q18DR-GN, $ 23.54 
EATON,086206,Q25LT-GN, $ 22.74 
EATON,086209,Q18DR-RT, $ 23.54 
EATON,086243,"Q18DR-WS, # RMQ18", $ 22.42 
EATON,086262,Q25LT-WS, $ 23.82 
EATON,086299,Q18D-10, $ 19.60 
EATON,086332,Q18D-11, $ 19.60 
EATON,086333,P1-25/V/SVB/N, $ 93.68 
EATON,086343,Q25D-GE, $ 18.66 
EATON,086346,Q25LTR-GE/WB, $ 28.73 
EATON,086348,Q18LTR-BL/WB, $ 28.73 
EATON,086380,Q25LTR-GN/WB, $ 30.17 
EATON,086382,Q18LTR-GE/WB, $ 28.73 
EATON,086384,Q18D-BL, $ 19.60 
EATON,086409,Q25D-GN, $ 19.60 
EATON,086412,Q25LTR-RT/WB, $ 28.73 
EATON,086413,Q18LTR-GN/WB, $ 30.17 
EATON,086417,Q18D-GE, $ 19.60 
EATON,086444,Q25D-RT, $ 19.60 
EATON,086448,Q18LTR-RT/WB, $ 28.73 
EATON,086450,Q18D-GN, $ 19.60 
EATON,086708,Q18LTR-WS/WB, $ 28.73 
EATON,086709,S-T0, $ 95.78 
EATON,086713,Q18D-RT, $ 19.60 
EATON,086730,SS5-ID1500, $ 843.92 
EATON,086731,LPS-ID, $ 27.77 
EATON,086742,TM-3-8222/E, $ 258.58 
EATON,086752,Q18D-WS, $ 19.60 
EATON,086784,Q25LTR-GE, $ 26.24 
EATON,086788,Q18D-SW, $ 19.60 
EATON,086808,Q25D-WS, $ 18.66 
EATON,086812,Q25LTR-GN, $ 27.55 
EATON,086813,Q18LTR-BL, $ 26.24 
EATON,086840,Q25LTR-RT, $ 26.24 
EATON,087230,Q25D-SW, $ 18.66 
EATON,087764,Q18LTR-GE, $ 26.24 
EATON,087792,MCS4-SOND910-G, $ 240.82 
EATON,087860,Q18LF-BL/WB, $ 23.48 
EATON,087915,Q18LF-GE/WB, $ 24.65 
EATON,087918,Q18LTR-RT, $ 26.24 
EATON,087947,Q18LF-GN/WB, $ 24.65 
EATON,088001,Q18LF-RT/WB, $ 24.65 
EATON,088059,Q18LF-WS/WB, $ 24.65 
EATON,088303,Q18LF-GE, $ 21.40 
EATON,088315,37TQ18, $ 2.73 
EATON,088337,Q18LF-GN, $ 21.40 
EATON,088338,Q18LT-BL/WB, $ 25.71 
EATON,088340,38TQ18, $ 2.73 
EATON,088344,AR-AT4, $ 53.07 
EATON,088387,Q18LF-RT, $ 21.40 
EATON,088406,Q18LF-WS, $ 21.40 
EATON,088448,Q18LH-GE/WB, $ 23.48 
EATON,088449,Q18LT-GE/WB, $ 24.49 
EATON,088483,"Q18LH-GN/WB, # RMQ18", $ 23.48 
EATON,088507,"Q18LH-RT/WB, # RMQ18", $ 23.48 
EATON,088509,Q18LT-GN/WB, $ 25.71 
EATON,088512,54TQ18, $ 2.73 
EATON,088527,MCS11, $ 192.99 
EATON,088537,Q18LT-RT/WB, $ 25.71 
EATON,088545,55TQ18, $ 2.73 
EATON,088558,P3-100/V/SVB, $ 264.55 
EATON,088560,Q18LH-BL, $ 21.40 
EATON,088561,Q18LT-WS/WB, $ 25.71 
EATON,088585,Q18LH-GE, $ 21.40 
EATON,088594,"SW, switch flotador IP 65", $ 192.99 
EATON,088627,Q25DR-RT, $ 22.42 
EATON,088655,Q18LH-RT, $ 21.40 
EATON,088685,T0-2-8230/E, $ 54.39 
EATON,088705,Q18LH-WS, $ 21.40 
EATON,088709,T0-1-102/E, $ 40.22 
EATON,088761,Q25LF-BL/WB, $ 23.48 
EATON,088764,Q18LT-BL, $ 22.74 
EATON,088798,Q25LF-GE/WB, $ 23.48 
EATON,088808,Q18LT-GE, $ 22.74 
EATON,088828,Q25LF-GN/WB, $ 24.65 
EATON,088908,"PKZM0-0,25-T", $ 108.37 
EATON,088909,"PKZM0-0,4-T", $ 113.79 
EATON,088910,"PKZM0-0,63-T", $ 115.42 
EATON,088911,PKZM0-1-T, $ 120.60 
EATON,088912,"PKZM0-1,6-T", $ 136.47 
EATON,088913,"PKZM0-2,5-T", $ 136.47 
EATON,088914,PKZM0-4-T, $ 136.47 
EATON,088915,"PKZM0-6,3-T", $ 136.47 
EATON,088916,PKZM0-10-T, $ 159.24 
EATON,088917,PKZM0-16-T, $ 159.24 
EATON,088918,PKZM0-20-T, $ 172.20 
EATON,089067,Q18LT-GN, $ 23.87 
EATON,089085,K150/1, $ 214.99 
EATON,089102,Q25LT-BL/WB, $ 24.49 
EATON,089103,FHF-ID, $ 87.78 
EATON,089104,Q25LF-RT/WB, $ 23.48 
EATON,089115,TM-4-8223/E, $ 204.88 
EATON,089137,Q25LT-GE/WB, $ 24.49 
EATON,089190,Q25LT-GN/WB, $ 24.49 
EATON,089202,Q18LT-WS, $ 23.87 
EATON,089247,WBGL24, $ 2.72 
EATON,089252,Q25LF-GE, $ 22.47 
EATON,089776,Q18LT-RT, $ 22.74 
EATON,089998,Q25LT-RT/WB, $ 24.49 
EATON,090198,Q25LF-RT, $ 21.40 
EATON,090226,Q25LT-WS/WB, $ 24.49 
EATON,090228,Q25LF-WS, $ 21.40 
EATON,090241,Q18DR-BL, $ 22.42 
EATON,090297,R16-MS, $ 5.48 
EATON,090351,E10, $ 10.00 
EATON,090401,E01, $ 10.00 
EATON,090421,Q25D-10, $ 18.66 
EATON,090471,Q25D-11, $ 18.66 
EATON,090479,"Q25LT-BL - Illuminated pushbutton actuator, blue, momentary", $ 23.91 
EATON,090482,Q18DR-GE, $ 22.42 
EATON,090640,52LQ25, $ 0.90 
EATON,091047,T0-3-8401/E, $ 58.04 
EATON,091058,T0-2-8230/EZ, $ 53.87 
EATON,091078,T0-1-102/EA/SVB, $ 72.15 
EATON,091079,P1-32/EA/SVB/N, $ 114.16 
EATON,091080,P1-25/EA/SVB/HI11, $ 94.95 
EATON,091082,T0-1-102/EZ, $ 40.88 
EATON,091114,IVS-T0, $ 10.68 
EATON,091121,01TQ25, $ 2.73 
EATON,091455,EZ-P1, $ 4.69 
EATON,091458,K240/1, $ 315.48 
EATON,091476,SLHF-ID, $ 14.98 
EATON,091562,11TQ25, $ 2.73 
EATON,091823,"T5B-6-15168/E - On-Off switch, T5B, 63 A, flush mounting, 6 contact unit(s), 9-", $ 414.05 
EATON,092032,T5B-4-8440/E, $ 294.16 
EATON,092052,T5B-4-8410/E, $ 297.39 
EATON,092096,"T5B-4-8244/E - Step switches, T5B, 63 A, flush mounting, 4 contact unit(s),", $ 310.42 
EATON,092112,T5B-4-8213/E, $ 294.19 
EATON,092296,T5B-3-8401/E, $ 261.20 
EATON,092300,T5B-3-8342/V/SVB, $ 337.31 
EATON,092308,T5B-3-8342/EA/SVB, $ 304.24 
EATON,092383,T5B-3-8212/Z, $ 276.19 
EATON,092386,T5B-3-8212/E, $ 292.04 
EATON,093133,CI43E-125, $ 440.28 
EATON,093171,FL3-X, $ 22.98 
EATON,093225,10LQ25, $ 0.90 
EATON,093242,11LQ25, $ 0.90 
EATON,093451,T0-1-102/EA/SVB-SW, $ 72.23 
EATON,093452,P1-32/EA/SVB-SW/N                                                , $ 114.16 
EATON,093487,DE-T0, $ 12.24 
EATON,093528,41LQ25, $ 0.90 
EATON,093623,"Q18D-X - Pushbutton, without button plate, momentary", $ 16.58 
EATON,093828,H3-T0, $ 14.10 
EATON,093833,T-CI23, $ 144.09 
EATON,093849,HDP-ID, $ 19.76 
EATON,094279,T5B-1-8200/EA/SVB, $ 183.35 
EATON,094469,T5B-1-102/EA/SVB, $ 192.37 
EATON,094471,T5B-1-102/E, $ 131.09 
EATON,095083,RS273-50FORMP, $ 62.32 
EATON,095506,CI43E-150, $ 210.92 
EATON,095540,FAK-S, $ 78.27 
EATON,095558,"GSTA00-160, X 183026", $ 240.56 
EATON,095676,P1-32/V/SVB, $ 102.91 
EATON,095687,R-AT4, $ 55.02 
EATON,095799,T0-1-8220/EZ, $ 45.10 
EATON,095803,T0-3-8244/E, $ 72.71 
EATON,095806,"T0-1-15421/E, # Cam Switch", $ 39.42 
EATON,095813,T0-3-8007/E, $ 69.24 
EATON,095824," T0-1-102/V/SVB - Main switch, T0, 20 A, rear mounting, 1 contact unit, 2 pole", $ 75.85 
EATON,095826," P1-25/V/SVB/HI11 - Main switch, P1, 25 A, rear mounting, 3 pole, 1 N/O, 1 N/C", $ 101.71 
EATON,095853,CS-TE, $ 5.34 
EATON,096083,T5-4-15700/V/SVB, $ 544.20 
EATON,096222,DP-ID, $ 39.87 
EATON,096381,T5-3-8342/V/SVB, $ 454.54 
EATON,096382,T5-3-8342/EA/SVB-SW, $ 445.96 
EATON,096383,T5-3-8342/EA/SVB, $ 424.73 
EATON,096466,T5-3-8212/E, $ 383.81 
EATON,097869,BS3-CI, $ 24.94 
EATON,097879,CI43E-200, $ 551.41 
EATON,098019,MCS22, $ 196.69 
EATON,098183,T0-2-15367/EZ, $ 60.54 
EATON,098199,"P1-25/V/SVB-SW/HI11 - Main switch, P1, 25 A, rear mounting, 3 pole, 1 N/O, 1 N/C", $ 101.60 
EATON,098208 , CI23-125, $ 172.27 
EATON,098469,CI45X-200, $ 389.48 
EATON,098470,U-CI45X, $ 206.80 
EATON,098476,D200-CI45-RAL7032, $ 182.46 
EATON,098573,K50/1, $ 39.38 
EATON,098579,"T-CI44, # CI acc", $ 218.32 
EATON,098607,TM-2-8211/E, $ 128.43 
EATON,098808,T5-1-102/EA/SVB, $ 244.74 
EATON,098840,T0-2-8324/V/SVB-SW, $ 91.68 
EATON,098841,T0-2-8324/V/SVB, $ 96.26 
EATON,100414,MSC-D-16-M15(230V50HZ), $ 260.06 
EATON,100512,NZM3-XKP, $ 29.39 
EATON,100514,"NZM3-XKV70,", $ 370.42 
EATON,100651,Z-D02/SK, $ 3.96 
EATON,100667                   ,"NZM1-XTVDV-60-NA, acc. rot. puerta ne/gr c/candado               ", $ 128.57 
EATON,100671,NZM1-XTVDVR-60-NA acc. rot. p/ CI, $ 227.43 
EATON,100672,NZM2-XTVDVR-60-NA, $ 260.70 
EATON,100675,NZM1-XTVDV-0-NA, $ 257.75 
EATON,100678,NZM4-XTVDV-0-NA        , $ 700.18 
EATON,100679,NZM1-XTVDVR-0-NA , $ 258.64 
EATON,100683,"NZM1-XTVDV-NA, acc. rot. puerta ne/gr c/candado", $ 187.19 
EATON,100684,NZM2-XTVDV-NA, $ 265.63 
EATON,100686,NZM4-XTVDV-NA, $ 748.31 
EATON,100780,"NZM1-XKSFA,", $ 19.15 
EATON,100781,NZM1-4-XKSFA, $ 5.53 
EATON,100793,SDAINLM30-SOND638," $ 1,419.53 "
EATON,101044,DILA-XHIT22, $ 30.00 
EATON,101053,"PKZM4-XDM65,", $ 74.98 
EATON,101054,"PKZM4-XC55/2 - Top hat rail adapter plate, insulated material, B=55mm", $ 33.27 
EATON,101056,"PKZM4-XDM65DE,", $ 34.74 
EATON,101057,"DILM65-XRL,", $ 90.47 
EATON,101058,"DILM65-XSL,", $ 109.59 
EATON,101371,DILM32-XHI11-S, $ 35.31 
EATON,101440,DILM32-XTEE11(RA24), $ 169.55 
EATON,101441,"DILM32-XTEE11(RAC130),", $ 134.61 
EATON,101442,"DILM32-XTEE11(RAC240),", $ 134.61 
EATON,101451,"BBA0-25, Adaptador p.barra 45mm 25A 1TS", $ 61.79 
EATON,101452,"BBA0-32, Adaptador p.barra 45mm 32A 2TS", $ 74.76 
EATON,101453,"BBA0R-25, Adaptador p.barra 90mm 25A 2TS", $ 112.24 
EATON,101455,"BBA0C-16, Adaptador p.barra 45mm 16A 2TS Cage", $ 61.33 
EATON,101457,"BBA4-63, Adaptador p.barra 54mm 63A 1TS", $ 80.11 
EATON,101458,BBA2-63, $ 95.13 
EATON,101459,"BBA4L-63, Adaptador p.barra 55mm 63A 2TS", $ 92.22 
EATON,101480,"BBA2L-63, Adaptador p.barra 72mm 63A 2TS", $ 110.61 
EATON,101481,"BBA0-25/2TS, Adaptador p.barra 45mm 25A 2TS", $ 58.63 
EATON,101482,"BBA0/2TS-L, Adaptad.p.barra 45mm 2TS mód.vacío", $ 41.73 
EATON,101483,"BBA4/2TS-L, Adaptad.p.barra 54mm 2TS mód.vacío", $ 57.83 
EATON,101484,"BBA-XSM, Adaptador p.barra mód.lat.9x200mm", $ 18.31 
EATON,101487,DILM150-XSL, $ 637.29 
EATON,101672,"DILM12-XSPD,", $ 19.21 
EATON,101681,DILM150-XRL, $ 620.49 
EATON,102036,FAZ-XAA-NA110-415VAC, $ 136.99 
EATON,102077,"FAZ-C0,5/1-NA, MCB, 0.5 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 38.99 
EATON,102078,"FAZ-C1/1-NA, MCB, 1 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 38.99 
EATON,102079,"FAZ-C1.5/1-NA, MCB, 1.5 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 43.99 
EATON,102080,"FAZ-C2/1-NA, MCB, 2 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 38.99 
EATON,102081,"FAZ-C3/1-NA, MCB, 3 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 35.79 
EATON,102082,"FAZ-C4/1-NA, MCB, 4 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 35.79 
EATON,102083,"FAZ-C5/1-NA, MCB, 5 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 32.53 
EATON,102084,"FAZ-C6/1-NA, MCB, 6 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 39.43 
EATON,102085,"FAZ-C7/1-NA, MCB, 7 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 35.95 
EATON,102086,"FAZ-C8/1-NA, MCB, 8 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 29.19 
EATON,102087,"FAZ-C10/1-NA, MCB, 10 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 32.11 
EATON,102089,"FAZ-C15/1-NA, MCB, 15 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 32.11 
EATON,102090,"FAZ-C16/1-NA, MCB, 16 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 35.54 
EATON,102091,"FAZ-C20/1-NA, MCB, 20 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 39.10 
EATON,102092,"FAZ-C25/1-NA, MCB, 25 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 42.06 
EATON,102093,"FAZ-C30/1-NA, MCB, 30 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 38.51 
EATON,102094,"FAZ-C32/1-NA, MCB, 32 A, 1 polo, Curva C, 10 kA, UL, series xEffect.", $ 26.58 
EATON,102098,"FAZ-D1/1-NA, MCB, 1 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 52.86 
EATON,102100,"FAZ-D2/1-NA, MCB, 2 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 45.57 
EATON,102101,"FAZ-D3/1-NA, MCB, 3 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 36.25 
EATON,102103,"FAZ-D5/1-NA, MCB, 5 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 30.91 
EATON,102105,"FAZ-D7/1-NA, MCB, 7 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 40.31 
EATON,102106,"FAZ-D8/1-NA, MCB, 8 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 36.10 
EATON,102107,"FAZ-D10/1-NA, MCB, 10 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 35.41 
EATON,102108,"FAZ-D13/1-NA, MCB, 13 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 40.23 
EATON,102109,"FAZ-D15/1-NA, MCB, 15 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 29.34 
EATON,102110,"FAZ-D16/1-NA, MCB, 16 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 39.92 
EATON,102111,"FAZ-D20/1-NA, MCB, 20 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 40.88 
EATON,102113,"FAZ-D30/1-NA, MCB, 30 A, 1 polo, Curva D, 10 kA, UL, series xEffect.", $ 42.92 
EATON,102153,"FAZ-D30/1-RT, MCB, 30 A, 1 polo, Curva C, 10 kA, con Ring-Tongue, series xEffect", $ 41.12 
EATON,102158,"FAZ-C1/2-NA, MCB, 1 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 113.27 
EATON,102160,"FAZ-C2/2-NA, MCB, 2 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 97.91 
EATON,102161,"FAZ-C3/2-NA, MCB, 3 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 87.78 
EATON,102162,"FAZ-C4/2-NA, MCB, 2 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 98.12 
EATON,102163,"FAZ-C5/2-NA, MCB, 5 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 76.21 
EATON,102164,"FAZ-C6/2-NA, MCB, 6 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 87.68 
EATON,102165,"FAZ-C7/2-NA, MCB, 7 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 94.03 
EATON,102166,"FAZ-C8/2-NA, MCB, 8 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 80.03 
EATON,102167,"FAZ-C10/2-NA, MCB, 10 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 70.82 
EATON,102168,"FAZ-C13/2-NA, MCB, 13 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 89.05 
EATON,102169,"FAZ-C15/2-NA, MCB, 15 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 70.82 
EATON,102170,"FAZ-C16/2-NA, MCB, 16 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 79.03 
EATON,102171,"FAZ-C20/2-NA, MCB, 20 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 67.97 
EATON,102172,"FAZ-C25/2-NA, MCB, 25 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 84.40 
EATON,102173,"FAZ-C30/2-NA, MCB, 30 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 100.07 
EATON,102175,"FAZ-C35/2-NA, MCB, 35 A, 2 polos, Curva C, 10 kA, UL, series xEffect.", $ 99.56 
EATON,102178,FAZ-D1/2-NA, $ 97.82 
EATON,102180,FAZ-D2/2-NA, $ 98.12 
EATON,102181,FAZ-D3/2-NA, $ 103.37 
EATON,102183,FAZ-D5/2-NA, $ 97.25 
EATON,102184,"FAZ-D6/2-NA, MCB, 6 A, 2 polos, Curva D, 10 kA, UL, series xEffect.", $ 89.35 
EATON,102186,FAZ-D8/2-NA, $ 80.16 
EATON,102187,"FAZ-D10/2-NA, MCB, 10 A, 2 polos, Curva D, 10 kA, UL, series xEffect.", $ 78.85 
EATON,102189,FAZ-D15/2-NA, $ 64.42 
EATON,102192,FAZ-D25/2-NA, $ 96.41 
EATON,102194,FAZ-D32/2-NA, $ 94.83 
EATON,102221,FAZ-D3/2-RT, $ 93.66 
EATON,102223,FAZ-D5/2-RT, $ 92.55 
EATON,102226,FAZ-D8/2-RT, $ 85.87 
EATON,102231,FAZ-D20/2-RT, $ 97.16 
EATON,102238,FAZ-C1/3-NA, $ 166.55 
EATON,102240,FAZ-C2/3-NA, $ 112.94 
EATON,102241                   ,FAZ-C3/3-NA                                                      , $ 87.26 
EATON,102242,FAZ-C4/3-NA, $ 124.23 
EATON,102244,"FAZ-C6/3-NA, 6 A, 3 polos, Curva C, 10 kA, UL, series xEffect.", $ 116.62 
EATON,102245,FAZ-C7/3-NA, $ 131.01 
EATON,102246,"FAZ-C8/3-NA, MCB, 8 A, 3 polos, Curva C, 10 kA, UL, series xEffect.", $ 131.37 
EATON,102247,"FAZ-C10/3-NA, MCB, 10 A, 3 polos, Curva C, 10 kA, UL, series xEffect.", $ 127.73 
EATON,102248,FAZ-C13/3-NA, $ 130.44 
EATON,102249,FAZ-C15/3-NA, $ 129.62 
EATON,102250,FAZ-C16/3-NA, $ 101.73 
EATON,102251,"FAZ-C20/3-NA, MCB, 20 A, 3 polos, Curva C, 10 kA, UL, series xEffect.", $ 127.18 
EATON,102252,FAZ-C25/3-NA, $ 124.23 
EATON,102254,FAZ-C32/3-NA, $ 124.64 
EATON,102256,FAZ-C40/3-NA, $ 121.71 
EATON,102264,FAZ-D6/3-NA, $ 128.28 
EATON,102267,FAZ-D10/3-NA, $ 87.19 
EATON,102269,FAZ-D15/3-NA, $ 130.52 
EATON,102271,"FAZ-D20/3-NA, MCB, 20 A, 3 polos, Curva D, 10 kA, UL, series xEffect.", $ 97.34 
EATON,102272,FAZ-D25/3-NA, $ 112.62 
EATON,102273,FAZ-D30/3-NA, $ 138.45 
EATON,102274,FAZ-D32/3-NA, $ 124.04 
EATON,102292,FAZ-C25/3-RT, $ 148.11 
EATON,102681,NS1-63-NA, $ 386.33 
EATON,102682,NS1-100-NA, $ 543.89 
EATON,102683,NS1-125-NA, $ 601.21 
EATON,102684,NS2-160-NA," $ 1,001.39 "
EATON,102685,NS2-200-NA," $ 1,121.62 "
EATON,102686         ,NS2-250-NA                                                       ," $ 1,476.17 "
EATON,102687,NS3-400-NA," $ 1,937.37 "
EATON,102688         ,NS3-600-NA," $ 2,121.24 "
EATON,102689,NS4-800-NA," $ 5,085.15 "
EATON,102705,BPZ-KB-11/250-ALU, $ 176.29 
EATON,102707,BPZ-KB-10/175-ALU, $ 214.85 
EATON,102708,BPZ-KB-6/175-ALU, $ 222.73 
EATON,102715,BPZ-KB-10/175, $ 121.37 
EATON,102716,"BPZ-KB-11/160,", $ 307.21 
EATON,102717,BPZ-KB-6/175, $ 237.02 
EATON,102718,BPZ-KB-9/125, $ 103.35 
EATON,102821,PFIM-100/2/003, $ 292.36 
EATON,102823,PFIM-100/4/003, $ 527.70 
EATON,102825,PFIM-100/4/03, $ 471.01 
EATON,102937,FI-100/4/03-A/-, $ 452.73 
EATON,102946,XMC0606, $ 413.48 
EATON,102949,XPBMB0610, $ 214.10 
